brand,brand_rank,model,diameter_mm,thickness_mm,lug_to_lug_mm,caliber,price_tier,market_momentum,data_confidence,production_status,source_file
Eberhard & Co.,70,Chrono 4,42,13.3,≈50,EB.251 / ETA 2894-2 + module,5k_10k,insider_hype,смеш.,active,eberhard.md
Eberhard & Co.,70,Contograf,42,14.7,≈50,EB 8147 / Valjoux 7750,5k_10k,contrarian,смеш.,active,eberhard.md
Eberhard & Co.,70,Extra-fort Automatic,40,10.07,≈47,Sellita SW200 soigné,5k_10k,evergreen,смеш.,active,eberhard.md
Zodiac,71,Olympos Automatic,37,10,≈44,STP 3-13,500_1k,contrarian,смеш.,active,zodiac.md
Zodiac,71,Super Sea Wolf 53 Compression,40,≈13,≈47.5,STP 1-11 / 3-13,1k_2k,macro_trend,смеш.,active,zodiac.md
Zodiac,71,Super Sea Wolf Skin,39,12.5,47.5,STP 1-11,1k_2k,insider_hype,смеш.,active,zodiac.md
Zodiac,71,Super Sea Wolf GMT,40,13.6,47.8,STP 7-20,1k_2k,macro_trend,смеш.,active,zodiac.md
Zodiac,71,Astrographic Automatic,40,10,43,STP 3-13,1k_2k,insider_hype,смеш.,active,zodiac.md
Bulova,72,Surveyor Automatic 39,39,≈12,≈45.5,Miyota 8215,300_500,evergreen,смеш.,active,bulova.md
Bulova,72,Lunar Pilot Chronograph 43.5,43.5,13.2,51,NP20 high-frequency quartz,500_1k,evergreen,смеш.,active,bulova.md
Bulova,72,Oceanographer Devil Diver 41,41,14.55,45,Miyota 821D,500_1k,macro_trend,смеш.,active,bulova.md
Bulova,72,Precisionist Champlain,46.5,≈17,≈54.5,Bulova P102-class,500_1k,contrarian,смеш.,active,bulova.md
Bulova,72,Marine Star Heritage 98B451,43,15,≈50,NP20 high-frequency quartz,500_1k,evergreen,смеш.,active,bulova.md
Timex,73,Marlin Hand-Wound / Automatic,34 / 40,10 / 13,≈41 / 48,Sea-Gull ручной / Miyota 8215 automatic,under_300,evergreen,смеш.,active,timex.md
Timex,73,Expedition North Field Post Mechanical,38,≈12,≈45,Sea-Gull TY6 ручной,under_300,macro_trend,смеш.,active,timex.md
Timex,73,Q Timex Reissue,38,11.5,≈44.5,Seiko PC33 quartz,under_300,macro_trend,смеш.,active,timex.md
Timex,73,Weekender 38,38,9,≈45,Timex quartz,under_300,evergreen,смеш.,active,timex.md
Timex,73,Ironman Classic 30,38–43,≈12,≈44–49,Timex digital quartz,under_300,evergreen,смеш.,active,timex.md
Orient / Orient Star,74,Bambino Version 2,40.5,11.8,46.5,F6724 automatic,under_300,evergreen,смеш.,active,orient.md
Orient / Orient Star,74,Mako / Ray II,41.5,13,≈47,F6922 automatic,300_500,evergreen,смеш.,active,orient.md
Orient / Orient Star,74,Kamasu,41.8,12.8,46.8,F6922 automatic,300_500,evergreen,смеш.,active,orient.md
Orient / Orient Star,74,Orient Star Semi Skeleton / M42,41 / 41,12.1 / 13.3,≈48.3 / 49.6,F6F44 / F6N47 automatic,1k_2k,contrarian,смеш.,active,orient.md
Orient / Orient Star,74,Orient Star Skeleton,41,10.8,48,F8B62 hand-wound skeleton,2k_5k,insider_hype,смеш.,active,orient.md
Ракета (Raketa),75,Автомат 2615,40.5,≈13,≈46,Raketa 2615 automatic,2k_5k,contrarian,смеш.,active,raketa.md
Ракета (Raketa),75,Big Zero,40.5,13.55,≈45.9,Raketa 2615 automatic,2k_5k,macro_trend,смеш.,active,raketa.md
Ракета (Raketa),75,Copernicus,40.5,13.55,≈45.9,Raketa 2615 automatic,2k_5k,evergreen,смеш.,active,raketa.md
Ракета (Raketa),75,Amphibia / Polar,44,≈14,≈49,Raketa 2615 automatic,2k_5k,contrarian,смеш.,active,raketa.md
Ракета (Raketa),75,Avant-Garde,40.5,13.55,≈45.9,Raketa 2615 automatic,2k_5k,insider_hype,смеш.,active,raketa.md
Восток (Vostok),76,Amphibia 420,39,15,≈46,Vostok 2416Б automatic,under_300,evergreen,смеш.,active,vostok.md
Восток (Vostok),76,Amphibia 710,41,15,≈45,Vostok 2416Б automatic,under_300,evergreen,смеш.,active,vostok.md
Восток (Vostok),76,Komandirskie 811,39,11,≈43,Vostok 2414A hand-wound,under_300,evergreen,смеш.,active,vostok.md
Восток (Vostok),76,Amphibia Classic 120,41,15,≈47,Vostok 2416Б automatic,under_300,contrarian,смеш.,active,vostok.md
Восток (Vostok),76,Amphibia Reef,42,≈14.6,≈50,Vostok 2426.01 automatic GMT,300_500,insider_hype,смеш.,active,vostok.md
Константин Чайкин (Konstantin Chaykin),77,Joker Wristmons,42,13.7,≈48,"K07-0, ETA 2824-2 base + собственный модуль",15k_plus,evergreen,смеш.,waitlist,konstantin-chaykin.md
Константин Чайкин (Konstantin Chaykin),77,Clown,42,≈13.7,≈48,"K07-0 family, Swiss base + модуль",15k_plus,insider_hype,смеш.,waitlist,konstantin-chaykin.md
Константин Чайкин (Konstantin Chaykin),77,Minstrel,42,≈13.7,≈48,автоматическая Swiss base + собственный модуль,15k_plus,insider_hype,смеш.,waitlist,konstantin-chaykin.md
Константин Чайкин (Konstantin Chaykin),77,ThinKing,40,1.65,≈44,"K.23-0 ручной, собственная ультратонкая архитектура",15k_plus,insider_hype,смеш.,waitlist,konstantin-chaykin.md
Константин Чайкин (Konstantin Chaykin),77,Mars Conqueror Mk3 Fighter,55.8×48,17.4,≈55.8,"K.20-0, ETA 2893-2 base + собственный Mars module",15k_plus,contrarian,смеш.,waitlist,konstantin-chaykin.md
Полет / Штурманские,78,Sturmanskie Gagarin Legacy,40,12,≈47,Vostok 2609 ручной / modern variants,500_1k,evergreen,смеш.,active,poljot-sturmanskie.md
Полет / Штурманские,78,Sturmanskie Arctic,42,14,≈49,Vostok 2431 automatic 24h,500_1k,contrarian,смеш.,active,poljot-sturmanskie.md
Полет / Штурманские,78,Poljot Chronograph 3133,38–40,≈13–14,≈44–47,Poljot 3133 ручной,1k_2k,macro_trend,смеш.,active,poljot-sturmanskie.md
Полет / Штурманские,78,Sturmanskie Ocean,44,15,≈52,Vostok 2432 automatic,1k_2k,contrarian,смеш.,active,poljot-sturmanskie.md
Полет / Штурманские,78,Poljot Aviator,40–43,≈14–15,≈48–51,Poljot 3133 ручной или сторонний — проверять,1k_2k,contrarian,смеш.,active,poljot-sturmanskie.md
Pequignet,79,Attitude,39,9.4,≈47,Calibre Initial automatic,2k_5k,insider_hype,смеш.,active,pequignet.md
Pequignet,79,Concorde,36 / 40,≈8.8 / 9,≈41 / 45,Calibre Initial automatic / quartz variants,2k_5k,macro_trend,смеш.,active,pequignet.md
Pequignet,79,Moorea,38–41,≈9–11,≈43–47,ETA/Sellita automatic или quartz — по референсу,2k_5k,evergreen,смеш.,active,pequignet.md
Pequignet,79,Royale,39.5,12.3,≈47,Calibre Royal automatic,5k_10k,contrarian,смеш.,active,pequignet.md
Pequignet,79,Rue Royale,42,12.3,≈50,Calibre Royal automatic,5k_10k,contrarian,смеш.,active,pequignet.md
Cuervo y Sobrinos,80,Historiador,40,11.75,≈48,"CYS 5124, Sellita SW200-1 base",2k_5k,evergreen,смеш.,active,cuervo-y-sobrinos.md
Cuervo y Sobrinos,80,Robusto,40,≈12,≈47,"CYS 8129, Soprod/ETA-family automatic",2k_5k,contrarian,смеш.,active,cuervo-y-sobrinos.md
Cuervo y Sobrinos,80,Buceador,43,16.5,≈52,"CYS 5104, Sellita SW200-1 base",2k_5k,insider_hype,смеш.,active,cuervo-y-sobrinos.md
Cuervo y Sobrinos,80,Prominente,52×32,≈12,52,"CYS automatic, ETA/Sellita base с модулем",5k_10k,contrarian,смеш.,active,cuervo-y-sobrinos.md
Cuervo y Sobrinos,80,Torpedo,45,≈13.5,≈50,ETA 2892-A2 / CYS-modified automatic,5k_10k,contrarian,смеш.,active,cuervo-y-sobrinos.md
Christopher Ward,81,C60 Trident Pro 300 40,40,11.3,47.45,Sellita SW200-1,1k_2k,evergreen,смеш.,active,christopher-ward.md
Christopher Ward,81,C65 Dune Automatic,38,11.7,43.6,Sellita SW200-1,1k_2k,evergreen,смеш.,active,christopher-ward.md
Christopher Ward,81,C1 Bel Canto,41,13,48,FS01 на Sellita SW200-1; автомат,2k_5k,insider_hype,смеш.,active,christopher-ward.md
Baltic,82,HMS 002,38,13; 10 без стекла,47,"Miyota 8315, автомат",300_500,macro_trend,смеш.,active,baltic.md
Baltic,82,Aquascaphe Classic,38/39 с безелем,13; 11 без стекла,47,"Miyota 9039, автомат",500_1k,evergreen,смеш.,active,baltic.md
Baltic,82,Bicompax 001,38,≈12,≈47,"Seagull ST1901, ручной хронограф",500_1k,insider_hype,смеш.,active,baltic.md
Ming,83,17.06 Copper,38,10,43.9,"ETA 2824-2 Top, автомат",1k_2k,insider_hype,смеш.,active,ming.md
Ming,83,37.05 Series 2,38,11.9,≈44.5,"Schwarz Etienne ASE 220.1, автомат",2k_5k,insider_hype,смеш.,active,ming.md
Ming,83,20.01 Series 2,41.5,14.2,≈49,"Agenhor AgenGraphe 6361.M, ручной",15k_plus,insider_hype,смеш.,active,ming.md
Kurono Tokyo,84,Toki Anniversary 2021,37,11,≈42.8,"Miyota 90S5, автомат",1k_2k,speculative_bubble,смеш.,active,kurono-tokyo.md
Kurono Tokyo,84,Chronograph II,38,13.9,≈45,"Seiko NE86, автоматический хронограф",2k_5k,speculative_bubble,смеш.,active,kurono-tokyo.md
Kurono Tokyo,84,Grand Urushi Aoyama,37,≈9.5,≈42.8,"Miyota 90S5, автомат",2k_5k,insider_hype,смеш.,active,kurono-tokyo.md
Farer,85,Lander IV GMT 36,36,11,41.2,"Sellita SW330-2 Top Grade, автомат GMT",1k_2k,evergreen,смеш.,active,farer.md
Farer,85,Aqua Compressor Endeavour III,41.5,12.5,45,"La Joux-Perret G101 soignée, автомат",1k_2k,macro_trend,смеш.,active,farer.md
Farer,85,Universal / Oxley GMT,39.5,≈11,45,"Sellita SW330, автомат GMT",1k_2k,contrarian,смеш.,active,farer.md
Serica,86,4512 Field,37.7,11.3,≈46,STP1-11 ручной,500_1k,insider_hype,смеш.,active,serica.md
Serica,86,5303 COSC,39,12.2,46.5,"Soprod M100 COSC, автомат",1k_2k,macro_trend,набл.,active,serica.md
Serica,86,8315 GMT Chronomètre,39,12.3,46.5,"Soprod C125 COSC, автомат GMT",1k_2k,contrarian,смеш.,active,serica.md
Studio Underd0g,87,Watermel0n 01Series Gen3,38.5,12.9,44.5,"Seagull ST-1901B, ручной хронограф",500_1k,speculative_bubble,смеш.,active,studio-underd0g.md
Studio Underd0g,87,Goût de Diamant,≈38.5,≈13.6,≈44.5,"Seagull ST1901, ручной хронограф",500_1k,insider_hype,оц.класс,active,studio-underd0g.md
Studio Underd0g,87,02Series Gen2,37.5,11.5,46,"Sellita SW200-2 M Power+, ручной",1k_2k,insider_hype,смеш.,active,studio-underd0g.md
anOrdain,88,Model 2 MKII Medium,36,11,43,"Sellita SW210-1, ручной",1k_2k,insider_hype,смеш.,waitlist,anordain.md
anOrdain,88,Model 1 Fumé Medium,38,11,46,"Sellita SW200-1, автомат",2k_5k,insider_hype,смеш.,waitlist,anordain.md
anOrdain,88,Model 1 Oxblood Small,35,10.1,42,SW210-1 / LJP G101 / A1 по заказу,2k_5k,insider_hype,смеш.,waitlist,anordain.md
Fears,89,Brunswick 38,38×38,11.69–11.84,42,"ETA 7001 или LJP D100, ручной",2k_5k,evergreen,смеш.,active,fears.md
Fears,89,Redcliff 39.5 Date ES,39.5,9.98,46.95,"La Joux-Perret G100, автомат",2k_5k,macro_trend,смеш.,active,fears.md
Fears,89,Archival 1930,40×22,8.54,40,"NOS ETA 2360, ручной",2k_5k,insider_hype,смеш.,active,fears.md
Vertex,90,M100A,40,12.2,49,"Sellita SW260-1 Top, автомат",2k_5k,evergreen,смеш.,revived,vertex.md
Vertex,90,MP45 Monopusher Manual,40,14.8,48.5,"Sellita SW510 MP, ручной монопушер",2k_5k,insider_hype,смеш.,revived,vertex.md
Vertex,90,M60 AquaLion,40,14,48.9,"Sellita SW300-1 Top COSC, автомат",2k_5k,contrarian,смеш.,revived,vertex.md
Bremont,91,Terra Nova 38,38,10.7,44,BE-36AE / Sellita SW200-1,2k_5k,macro_trend,смеш.,active,bremont.md
Bremont,91,Supermarine 300M,40,12,49,BE-92AO / Sellita SW300-1,2k_5k,evergreen,смеш.,active,bremont.md
Bremont,91,Longitude LE,40,12.5,49,"Bremont ENG376, K1-derived",15k_plus,contrarian,смеш.,active,bremont.md
Unimatic,92,Modello Uno U1-DN,40,≈13.6,≈49,Seiko NH35A,500_1k,insider_hype,смеш.,active,unimatic.md
Unimatic,92,Modello Due U2-GMT,38,15.7 с кристаллом,47.5,Seiko NH34A GMT,500_1k,insider_hype,смеш.,active,unimatic.md
Unimatic,92,Modello Quattro U4-BLB,40,13.7,49,Seiko NH35A,500_1k,insider_hype,смеш.,active,unimatic.md
Brew Watch Co.,93,Metric Retro Dial,36×41.5,10.75,41.5,Seiko VK68 meca-quartz,300_500,macro_trend,смеш.,active,brew.md
Brew Watch Co.,93,Retromatic,36×39.5,10.5,39.5,Seiko NH35A / Sellita SW200,300_500,contrarian,смеш.,active,brew.md
Brew Watch Co.,93,Mastergraph,38×41.5,10.5,41.5,Seiko VK68 meca-quartz,300_500,contrarian,смеш.,active,brew.md
Autodromo,94,Group B Series 2,39,9.9,49.75,Miyota 9015,500_1k,insider_hype,смеш.,active,autodromo.md
Autodromo,94,Monoposto Series Two,43,11,46,Miyota 9039,500_1k,insider_hype,смеш.,active,autodromo.md
Autodromo,94,Intereuropa,39,10.3,42.9,ETA/Peseux 7001,1k_2k,insider_hype,смеш.,active,autodromo.md
Halios,95,Seaforth IV,40 fixed / 41 rotating,12.4,46.5,Sellita SW200-2,500_1k,insider_hype,смеш.,active,halios.md
Halios,95,Fairwind,38.8,12.7,47.8,Sellita SW200-1,500_1k,insider_hype,смеш.,active,halios.md
Halios,95,Universa Series II,38,11,48,Sellita SW300 / SW300-1,1k_2k,insider_hype,смеш.,active,halios.md
Zelos,96,Mako 40 Diver/GMT,40,14.8 с кристаллом,47,Miyota 9015 / 9075 GMT,500_1k,insider_hype,смеш.,active,zelos.md
Zelos,96,Hammerhead 1000M,44,17,49,Seiko NH35,1k_2k,insider_hype,смеш.,active,zelos.md
Zelos,96,Swordfish 40/42,40/42,12,46/48,Seiko NH35,1k_2k,insider_hype,смеш.,active,zelos.md
Formex,97,Field Automatic Gen 2,40,10.5–10.6,46.6–48,Sellita SW200-1,500_1k,macro_trend,смеш.,active,formex.md
Formex,97,Essence ThirtyNine,39,10.5,45.5,Sellita SW200-2 Power+ COSC,1k_2k,macro_trend,смеш.,active,formex.md
Formex,97,Reef 39.5,39.5,11,45.5,Sellita SW300-1 COSC,1k_2k,macro_trend,смеш.,active,formex.md
Traska,98,Freediver ref.1187,40–40.5,11.9,48,Miyota 9039,500_1k,macro_trend,смеш.,active,traska.md
Traska,98,Summiteer 38,38.2,10.4,45.6,Miyota 9039,500_1k,macro_trend,смеш.,active,traska.md
Traska,98,Venturer GMT,38.5,12.1 с кристаллом,46.1,Miyota 9075 true GMT,500_1k,insider_hype,смеш.,active,traska.md
Lorier,99,Neptune,39,12.7 общая,46,Miyota 90S5/9039,500_1k,macro_trend,смеш.,active,lorier.md
Lorier,99,Falcon Series III,36,11 с куполом,44,Miyota 90S5,500_1k,macro_trend,смеш.,active,lorier.md
Lorier,99,Hyperion SII,39,12.7 с куполом,46,Miyota 9075 true GMT,500_1k,insider_hype,смеш.,active,lorier.md
Nodus,100,Sector Dive,38.9,12.7,46.5,"Seiko/TMI NH35, regulated",300_500,macro_trend,смеш.,active,nodus.md
Nodus,100,Avalon II,41.7,12.7,47.9,"Miyota 9015, regulated",500_1k,contrarian,смеш.,active,nodus.md
Nodus,100,Contrail GMT,40.5,11.8,46.6,"Miyota 9075 true GMT, regulated",500_1k,insider_hype,смеш.,active,nodus.md
Oak & Oscar,101,[Humboldt 12hr](https://oakandoscar.com/pages/the-humboldt-12-hr),40,12.4,46.8,"ETA 2892-A2, внешний автомат",1k_2k,contrarian,смеш.,active,oak-and-oscar.md
Oak & Oscar,101,[Olmsted 38](https://wornandwound.com/introducing-the-oak-oscar-olmsted/),38,10.8,44.9,"ETA 2892-A2 / Sellita SW300-1, внешняя ébauche",1k_2k,evergreen,смеш.,active,oak-and-oscar.md
Oak & Oscar,101,[Jackson Flyback Chronograph](https://www.hodinkee.com/articles/oak-and-oscar-chicago),40,14.5,≈48,"Eterna 3916M, внешний ручной flyback",2k_5k,insider_hype,смеш.,active,oak-and-oscar.md
Furlan Marri,102,[Mr. Grey ref. 1041-A](https://www.gphg.org/fr/watches/mr-grey-ref-1041-a),38,11.3,46,"Seiko VK64 mechaquartz, внешний гибрид",500_1k,insider_hype,смеш.,active,furlan-marri.md
Furlan Marri,102,[Havana Salmon](https://www.watchfinder.com/articles/review-furlan-marri-havana-salmon),38,11.3,46,"Seiko VK64 mechaquartz, внешний гибрид",500_1k,contrarian,смеш.,active,furlan-marri.md
Furlan Marri,102,[Sector Disco Volante](https://www.intlwatchleague.com/showthread.php?73466-Worn-amp-Wound-Review-the-Furlan-Marri-Disco-Volante),38,8.95,≈44.5,"La Joux-Perret G100, внешний автомат",1k_2k,macro_trend,смеш.,active,furlan-marri.md
Maen,103,[Hudson 38 MK5](https://www.maenwatches.com/collections/hudson-38-mk5),38,≈12,46,"La Joux-Perret G100, внешний автомат",500_1k,macro_trend,смеш.,active,maen.md
Maen,103,[Manhattan 37](https://www.maenwatches.com/collections/manhattan-37),37×37,9.3,≈47,"Sellita SW200-1 Top, внешняя ébauche",500_1k,insider_hype,смеш.,active,maen.md
Maen,103,[Skymaster 38 MKIII](https://www.maenwatches.com/),38,≈12.9,≈47,"Sellita SW510 / ETA 2894-платформа по версии, внешняя ébauche",1k_2k,contrarian,смеш.,active,maen.md
Reservoir,104,[Airfight](https://monochrome-watches.com/reservoir-watches-cool-retrograde-jumping-display-hands-on-price/),43,13,51.4,"ETA 2824-2 + Télôs модуль, внешний базовый калибр",2k_5k,contrarian,смеш.,active,reservoir.md
Reservoir,104,[GT Tour Blue Edition](https://www.fratellowatches.com/reservoir-gt-tour-blue-edition-hands-on-review/),43,13.3,≈51.4,ETA 2824-2 + 124-детальный модуль,2k_5k,macro_trend,смеш.,active,reservoir.md
Reservoir,104,[Hydrosphere Blackfin](https://montre-plongee-militaire.com/en/dive-watches/reservoir-hydrosphere-blackfin),45,14.9,45,ETA 2824-2 + фирменный модуль,5k_10k,insider_hype,смеш.,active,reservoir.md
March LA.B,105,[AM1 Automatic](https://march-lab.com/en/collections/lhistoire-de-march-la-b),40,≈12.5,≈47,"Miyota 9015, внешний автомат",1k_2k,contrarian,смеш.,active,march-lab.md
March LA.B,105,[AM2 Automatic](https://timeworkshop.com/watches/march-lab-am2/),39,11.5,46,"Miyota 9015, внешний автомат",1k_2k,evergreen,смеш.,active,march-lab.md
March LA.B,105,[Belza Automatic](https://march-lab.com/en-pl),40,≈12,≈46,"Miyota 9015, внешняя ébauche",1k_2k,contrarian,смеш.,active,march-lab.md
Lip,106,[Mach 2000 Roger Tallon](https://lip.fr/en/),42,≈10,≈44,"Ronda quartz, внешняя ébauche",300_500,evergreen,оц.класс,active,lip.md
Lip,106,[Nautic-Ski Automatic](https://lip.fr/en/nautic-ski/188-lip-nautic-ocean-671854),38.5,≈14.5,≈46,"Miyota 821A, внешний автомат",500_1k,macro_trend,смеш.,active,lip.md
Lip,106,[Himalaya Automatic](https://lip.fr/en/),40,≈13,≈47,"Miyota 821A / 8315 по версии, внешняя ébauche",500_1k,evergreen,оц.класс,active,lip.md
Duckworth Prestex,107,[Verimatic](https://www.watchgecko.com/blogs/magazine/introducing-duckworth-prestex),39,≈11.5,≈46.5,"Miyota 9039, внешний автомат",500_1k,insider_hype,смеш.,active,duckworth-prestex.md
Duckworth Prestex,107,[Bolton Automatic Small Seconds](https://duckworthprestex.com/products/bolton-classic-quartz),39,11,46.5,"Miyota 82S5, внешняя ébauche",500_1k,evergreen,смеш.,active,duckworth-prestex.md
Duckworth Prestex,107,[Bolton Chronograph](https://www.watchspecialists.com/product/duckworth-prestex-bolton-chronograph-black-strap-39mm-d531-02a/),39,≈11,46.5,Seiko/Hattori VK64 mechaquartz,500_1k,contrarian,смеш.,active,duckworth-prestex.md
Garrick,108,[S4](https://watchesbysjx.com/2021/01/garrick-s4.html),42,≈11.7,≈48,"Garrick MK2, глубоко модифицированный Unitas 6498",5k_10k,insider_hype,смеш.,active,garrick.md
Garrick,108,[S1](https://garrick.co.uk/pages/watch-making),42,≈10,≈50,"Garrick UT-G01, совместная разработка со Strehler",15k_plus,contrarian,смеш.,active,garrick.md
Garrick,108,[Portsmouth](https://oracleoftime.com/watch-review-garrick-portsmouth-guilloche/),42,≈10.5,≈50,"Garrick UT-G01, совместно со Strehler",15k_plus,contrarian,смеш.,active,garrick.md
RGM Watch Co.,109,[Model 25](https://www.rgmwatches.com/press-model-25-stone-tiger),40,≈10.5,≈48,"RGM-modified ETA 2892-A2, швейцарская база",10k_15k,contrarian,смеш.,waitlist,rgm.md
RGM Watch Co.,109,[801/40](https://www.fratellowatches.com/introducing-the-new-rgm-801-40-ce/),40.3,10.5,49.5,"RGM Calibre 801, in-house ручной",10k_15k,insider_hype,смеш.,waitlist,rgm.md
RGM Watch Co.,109,[Pennsylvania Tourbillon](https://www.rgmwatches.com/watches),43.3,≈12.3,≈53,"RGM Pennsylvania Tourbillon, in-house",15k_plus,contrarian,смеш.,waitlist,rgm.md
Damasko,110,[DS30](https://watchclicker.com/damasko-ds30-review/),39,9.95,47.7,"ETA 2824-2 Elaboré, внешняя ébauche",1k_2k,evergreen,смеш.,active,damasko.md
Damasko,110,[DK105](https://www.damasko-watches.com/en/Company-Technologies/Manufactory/),42,≈12.6,≈50,"Damasko H35, in-house ручной",2k_5k,contrarian,смеш.,active,damasko.md
Damasko,110,[DC80](https://www.chronomaster.co.uk/watches/damasko-dc80-automatic-chronograph-watch/),42,≈14.6,≈50.4,"Damasko C51-1, фирменный модуль/детали на 7750-архитектуре",2k_5k,insider_hype,смеш.,active,damasko.md
Marathon,111,Navigator Pilot's Watch,41,13,48,ETA F06.412 High Torque кварц,500_1k,evergreen,смеш.,active,marathon.md
Marathon,111,GSAR / TSAR 41 mm,41,14,48,Sellita SW200-1 авто / ETA F06 кварц,1k_2k,evergreen,смеш.,active,marathon.md
Marathon,111,JDD 46 mm,46,18,55,Sellita SW220-1 автомат,2k_5k,contrarian,смеш.,active,marathon.md
Tornek-Rayville,112,TR-660 Non-Date,40,14.7,48.5,SII NE15C автомат,1k_2k,insider_hype,смеш.,revived,tornek-rayville.md
Tornek-Rayville,112,TR-660 Date,40,14.7,48.5,SII NE15C автомат,1k_2k,insider_hype,смеш.,revived,tornek-rayville.md
Tornek-Rayville,112,"TR-900, винтаж US Navy",≈41,≈14.5,≈48,Blancpain/Rayville автомат,15k_plus,contrarian,смеш.,revived,tornek-rayville.md
Wolbrook / Douglas,113,Skindiver Automatic,40,13,48,Miyota 8315 автомат,500_1k,macro_trend,смеш.,revived,wolbrook.md
Wolbrook / Douglas,113,Skindiver WT Automatic,40,13,48,Miyota 8315 автомат,500_1k,insider_hype,смеш.,revived,wolbrook.md
Wolbrook / Douglas,113,JetFlyer Automatic Chronograph,42,≈15,≈49,Seiko NE86 автоматический хронограф,2k_5k,contrarian,смеш.,revived,wolbrook.md
Benrus,114,"Type I MIL SPEC, современный",39.5,14.4,47.66,ETA 2892 автомат,1k_2k,insider_hype,смеш.,revived,benrus.md
Benrus,114,"Type II MIL SPEC, современный",39.5,14.4,47.66,ETA 2892 автомат,1k_2k,insider_hype,смеш.,revived,benrus.md
Benrus,114,"Sky Chief, современный",36,11.9,42.5,ETA 2894 COSC автоматический хронограф,2k_5k,contrarian,смеш.,revived,benrus.md
CWC (Cabot Watch Company),115,G10 Issue Watch,38,≈11,≈44,швейцарский кварц,300_500,evergreen,смеш.,active,cwc.md
CWC (Cabot Watch Company),115,RN Diver 300 Quartz Mk.2,≈41,≈12.5,≈47,швейцарский кварц,500_1k,evergreen,смеш.,active,cwc.md
CWC (Cabot Watch Company),115,SBS Issue Diver,≈41,≈12.5,≈47,швейцарский кварц day-date,500_1k,insider_hype,смеш.,active,cwc.md
Precista,116,PRS-5 Chronograph,37,≈14,≈46,Seagull ST-1901 ручной,300_500,contrarian,смеш.,revived,precista.md
Precista,116,PRS-53 Fat Arrow,37,≈11,≈45,ручной/автоматический внешний калибр по выпуску,300_500,insider_hype,смеш.,revived,precista.md
Precista,116,PRS-14 Diver,44,≈14,≈52,ETA 2824-2 / Sellita по партии,500_1k,contrarian,смеш.,revived,precista.md
Ollech & Wajs (O&W),117,"Mirage III Chronograph, винтаж/архив",≈39.5,≈14,≈47,Valjoux 7750 автомат,1k_2k,contrarian,смеш.,revived,ollech-wajs.md
Ollech & Wajs (O&W),117,Ocean Graph,39.56,15.8,49.5,OW5 / Soprod P024 автомат,2k_5k,insider_hype,смеш.,revived,ollech-wajs.md
Ollech & Wajs (O&W),117,C-1000,39.56,15.8,49.5,OW5 / Soprod автомат,2k_5k,contrarian,смеш.,revived,ollech-wajs.md
Excelsior Park,118,Chronograph 95000 Series,38.9,13.2,47.5,Sellita SW510 M BH b ручной,2k_5k,insider_hype,смеш.,revived,excelsior-park.md
Excelsior Park,118,Bi-Compax Black,38,≈13,≈47,Sellita SW510 ручной,2k_5k,contrarian,смеш.,revived,excelsior-park.md
Excelsior Park,118,"EP40 Chronograph, винтаж",≈37,≈12.5,≈45,Excelsior Park EP40 ручной,5k_10k,contrarian,смеш.,revived,excelsior-park.md
Gallet,119,Gallet Relaunch 2026,данные отсутствуют,≈13,≈47,данные отсутствуют,2k_5k,insider_hype,оц.класс,revived,gallet.md
Gallet,119,"MultiChron Navigator GMT, винтаж",≈37,≈13,≈45,Excelsior Park / Valjoux по версии,5k_10k,contrarian,смеш.,revived,gallet.md
Gallet,119,"Flight Officer, винтаж",≈34–37,≈12–14,≈42–45,Excelsior Park/Valjoux по периоду,10k_15k,evergreen,смеш.,revived,gallet.md
Favre-Leuba,120,Deep Blue Revival,41,≈13.5,≈47.5,FLD02 / La Joux-Perret G100-derived автомат,2k_5k,macro_trend,смеш.,revived,favre-leuba.md
Favre-Leuba,120,Chief Date,40,≈10.8,≈47.5,FLD03 / La Joux-Perret G100-derived автомат,2k_5k,insider_hype,смеш.,revived,favre-leuba.md
Favre-Leuba,120,Bivouac 9000,48,18.7,≈57,"FL311 автомат, база Eterna",5k_10k,contrarian,смеш.,revived,favre-leuba.md
Universal Genève,121,Polerouter Date Prêt-à-Porter 39,39,9.5,≈47,UG-110 automatic,15k_plus,insider_hype,смеш.,revived,universal-geneve.md
Universal Genève,121,Compax «Nina Rindt» UGCO001,39.5,12.45,47.8,UG-200 automatic chronograph,15k_plus,insider_hype,смеш.,revived,universal-geneve.md
Universal Genève,121,"Tri-Compax винтаж, ref. 881101/01",≈36,≈12,≈44,"UG 281, ручной хронограф/календарь",15k_plus,evergreen,оц.класс,revived,universal-geneve.md
Lemania,122,"Cal. 5100 / Sinn 142, Tutima NATO",≈40–44,≈14–16,≈46–50,Lemania 5100 automatic,5k_10k,insider_hype,смеш.,vintage_only,lemania.md
Lemania,122,Cal. 1873/861 / Omega Speedmaster,42,≈13.5,≈47.5,Lemania 1873 / Omega 861,5k_10k,evergreen,смеш.,vintage_only,lemania.md
Lemania,122,Cal. 2310 / Omega 321,≈38–42 корпус часов,≈12–15,≈45–48,Lemania 2310 / Omega 321,15k_plus,evergreen,смеш.,vintage_only,lemania.md
Minerva,123,Исторический Minerva cal. 13-20,≈36.5,≈12,≈44,"13-20 ручной, column wheel",5k_10k,evergreen,смеш.,revived,minerva.md
